year,category,nominationId,nomineeNames,nomineeIds,nominatorNames,nominatorIds,showUrl,listUrl
1965,peace,19006,Mohammed Hedjazi,14019,Abbas Aram,14017,https://www.nobelprize.org/nomination/archive/show.php?id=19006&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19007,Marc Joux,13433,Auguste Billiemaz,13427,https://www.nobelprize.org/nomination/archive/show.php?id=19007&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19008,Frank Charles Laubach,5267,"Augustus Freeman ""Gus"" Hawkins",14021,https://www.nobelprize.org/nomination/archive/show.php?id=19008&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19009,Salvador de Madariaga y Rojo,12042,Raymond Klibansky,11559,https://www.nobelprize.org/nomination/archive/show.php?id=19009&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19010,Paulus VI,14022,5 professors,,https://www.nobelprize.org/nomination/archive/show.php?id=19010&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19011,Galo Plaza Lasso,14024,Ralph Johnson Bunche,1446,https://www.nobelprize.org/nomination/archive/show.php?id=19011&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19012,Adlai Ewing Stevenson II,14025,Rupert Vance Hartke,14026,https://www.nobelprize.org/nomination/archive/show.php?id=19012&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19013,Clarence Streit,8837,John Leonard Pilcher,11535,https://www.nobelprize.org/nomination/archive/show.php?id=19013&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19015,Situ U Thant,14027,5 members of the Swedish parliament,,https://www.nobelprize.org/nomination/archive/show.php?id=19015&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19014,Situ U Thant,14027,5 members of the Norwegian Storting,,https://www.nobelprize.org/nomination/archive/show.php?id=19014&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19016,Hans Thirring,9221,Richard Kerschlagel,14028,https://www.nobelprize.org/nomination/archive/show.php?id=19016&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19017,Abraham Vereide,14091,Frank Carlson,13450,https://www.nobelprize.org/nomination/archive/show.php?id=19017&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19019,Shigeru Yoshida,14029,3 proposals from entitled persons,,https://www.nobelprize.org/nomination/archive/show.php?id=19019&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19018,Shigeru Yoshida,14029,Eisako Sato,14030,https://www.nobelprize.org/nomination/archive/show.php?id=19018&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19020,Salvation Army,14031,John Vliet Lindsay,14032,https://www.nobelprize.org/nomination/archive/show.php?id=19020&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19021,Institut de Droit International (Institute of International Law),14033,Professors,,https://www.nobelprize.org/nomination/archive/show.php?id=19021&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19022,Institut de Droit International (Institute of International Law),14033,Anastase Christofilopoulos,14035,https://www.nobelprize.org/nomination/archive/show.php?id=19022&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19023,The International Commission of Jurists,12797,Edvard Hambro,12798,https://www.nobelprize.org/nomination/archive/show.php?id=19023&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19024,UNICEF (United Nations Children´s Fund),13009,Gudmund Harlem,12975,https://www.nobelprize.org/nomination/archive/show.php?id=19024&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19025,UNICEF (United Nations Children´s Fund),13009,Berte Rognerud,12973,https://www.nobelprize.org/nomination/archive/show.php?id=19025&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19026,UNICEF (United Nations Children´s Fund),13009,4 members of the Yugoslavian parliament,,https://www.nobelprize.org/nomination/archive/show.php?id=19026&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19027,World Esperanto Association (Universala Esperanto Asocio),14778,Gilbert Twambe,14038,https://www.nobelprize.org/nomination/archive/show.php?id=19027&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19028,World Esperanto Association (Universala Esperanto Asocio),14778,Jole Giugni Lattari,14039,https://www.nobelprize.org/nomination/archive/show.php?id=19028&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19029,World Esperanto Association (Universala Esperanto Asocio),14778,Francesco Franceschimi,14040,https://www.nobelprize.org/nomination/archive/show.php?id=19029&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19030,World Esperanto Association (Universala Esperanto Asocio),14778,Members of the Swedish parliament,6158,https://www.nobelprize.org/nomination/archive/show.php?id=19030&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19031,World Esperanto Association (Universala Esperanto Asocio),14778,Bernard Cochoy,14041,https://www.nobelprize.org/nomination/archive/show.php?id=19031&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19032,World Esperanto Association (Universala Esperanto Asocio),14778,Guy Mollet,11696,https://www.nobelprize.org/nomination/archive/show.php?id=19032&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19033,World Esperanto Association (Universala Esperanto Asocio),14778,Bautista Lopez Toledo,14042,https://www.nobelprize.org/nomination/archive/show.php?id=19033&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19034,World Esperanto Association (Universala Esperanto Asocio),14778,Vladislav Brajkovic,12001,https://www.nobelprize.org/nomination/archive/show.php?id=19034&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19035,World Esperanto Association (Universala Esperanto Asocio),14778,Daniel Jones,14043,https://www.nobelprize.org/nomination/archive/show.php?id=19035&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19036,World Esperanto Association (Universala Esperanto Asocio),14778,Cifford Kenyon,14044,https://www.nobelprize.org/nomination/archive/show.php?id=19036&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19037,World Esperanto Association (Universala Esperanto Asocio),14778,Philippe Rivay,14045,https://www.nobelprize.org/nomination/archive/show.php?id=19037&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19038,World Esperanto Association (Universala Esperanto Asocio),14778,Pierre Garet,14046,https://www.nobelprize.org/nomination/archive/show.php?id=19038&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19039,World Esperanto Association (Universala Esperanto Asocio),14778,Marcel Molle,14047,https://www.nobelprize.org/nomination/archive/show.php?id=19039&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19041,World Esperanto Association (Universala Esperanto Asocio),14778,Elias Serra Rafols,12816,https://www.nobelprize.org/nomination/archive/show.php?id=19041&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19040,World Esperanto Association (Universala Esperanto Asocio),14778,José Maria Hernandes-Rubio,14048,https://www.nobelprize.org/nomination/archive/show.php?id=19040&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19042,World Esperanto Association (Universala Esperanto Asocio),14778,Walter Simoens,14050,https://www.nobelprize.org/nomination/archive/show.php?id=19042&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19043,World Esperanto Association (Universala Esperanto Asocio),14778,Frank Van Acker,14051,https://www.nobelprize.org/nomination/archive/show.php?id=19043&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19045,World Esperanto Association (Universala Esperanto Asocio),14778,5 members of the Norwegian Storting,,https://www.nobelprize.org/nomination/archive/show.php?id=19045&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19044,World Esperanto Association (Universala Esperanto Asocio),14778,Aase Bjerkholt,12803,https://www.nobelprize.org/nomination/archive/show.php?id=19044&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19046,World Esperanto Association (Universala Esperanto Asocio),14778,3 members of the Danish Folketing,,https://www.nobelprize.org/nomination/archive/show.php?id=19046&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19047,World Esperanto Association (Universala Esperanto Asocio),14778,J.R.A. Mayer,14053,https://www.nobelprize.org/nomination/archive/show.php?id=19047&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19048,World Esperanto Association (Universala Esperanto Asocio),14778,A number of Italian senators,14054,https://www.nobelprize.org/nomination/archive/show.php?id=19048&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19049,World Esperanto Association (Universala Esperanto Asocio),14778,A number of Italian deputys,14055,https://www.nobelprize.org/nomination/archive/show.php?id=19049&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19050,World Esperanto Association (Universala Esperanto Asocio),14778,Members of the Bulgarian parliament,14056,https://www.nobelprize.org/nomination/archive/show.php?id=19050&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19051,World Esperanto Association (Universala Esperanto Asocio),14778,Zivan Milisavac,14057,https://www.nobelprize.org/nomination/archive/show.php?id=19051&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19052,World Esperanto Association (Universala Esperanto Asocio),14778,D Thanopoulos,14058,https://www.nobelprize.org/nomination/archive/show.php?id=19052&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19053,World Esperanto Association (Universala Esperanto Asocio),14778,Vasil Tchotchov,14059,https://www.nobelprize.org/nomination/archive/show.php?id=19053&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19054,World Esperanto Association (Universala Esperanto Asocio),14778,A Schaff,14060,https://www.nobelprize.org/nomination/archive/show.php?id=19054&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19055,World Esperanto Association (Universala Esperanto Asocio),14778,Professors,,https://www.nobelprize.org/nomination/archive/show.php?id=19055&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19056,World Esperanto Association (Universala Esperanto Asocio),14778,Members of the Dutch parliament,11677,https://www.nobelprize.org/nomination/archive/show.php?id=19056&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19057,World Esperanto Association (Universala Esperanto Asocio),14778,Oscar Secco Ellauri,12802,https://www.nobelprize.org/nomination/archive/show.php?id=19057&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19058,Women´s International League for Peace and Freedom (WILPF),10295,Marie Lous Mohr,14063,https://www.nobelprize.org/nomination/archive/show.php?id=19058&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19059,World Veterans Federation (Fédération Mondiale des Anciens Combattants),13005,Vittorio Badini Confalonieri,12962,https://www.nobelprize.org/nomination/archive/show.php?id=19059&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,peace,19450,Hermann Gmeiner,11560,Leopold Helbich,12849,https://www.nobelprize.org/nomination/archive/show.php?id=19450&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1965
1965,literature,18648,Anna Achmatova,13735,William Harkins,13740,https://www.nobelprize.org/nomination/archive/show.php?id=18648&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18647,Anna Achmatova,13735,Roman Osipovich Jakobson,13737,https://www.nobelprize.org/nomination/archive/show.php?id=18647&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18649,Maria Raquel Adler,12487,Catholic University of Cuyo,13807,https://www.nobelprize.org/nomination/archive/show.php?id=18649&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18650,Theodor Wiesengrund Adorno,13742,Helmut Viebrock,12463,https://www.nobelprize.org/nomination/archive/show.php?id=18650&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18651,Samuel Joseph Agnon,330,Benedikt Kurzweil,13743,https://www.nobelprize.org/nomination/archive/show.php?id=18651&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18652,Alceu Amoroso Lima,13744,Minas Academy of Letters (Academia Mineira de Letras),13745,https://www.nobelprize.org/nomination/archive/show.php?id=18652&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18655,Louis Aragon,12455,André-Marc Vial,12454,https://www.nobelprize.org/nomination/archive/show.php?id=18655&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18654,Louis Aragon,12455,Robert Ricatte,13747,https://www.nobelprize.org/nomination/archive/show.php?id=18654&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18653,Louis Aragon,12455,Henri Weber,13746,https://www.nobelprize.org/nomination/archive/show.php?id=18653&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18656,Tudor Arghezi,13748,Angelo Monteverdi,12192,https://www.nobelprize.org/nomination/archive/show.php?id=18656&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18657,Miguel Ángel Asturias,13187,Erik Lindegren,13188,https://www.nobelprize.org/nomination/archive/show.php?id=18657&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18659,Wystan Hugh Auden,12580,Ernest Ludwig Stahl,12407,https://www.nobelprize.org/nomination/archive/show.php?id=18659&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18658,Wystan Hugh Auden,12580,René Wellek,12402,https://www.nobelprize.org/nomination/archive/show.php?id=18658&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18660,Samuel Beckett,12321,William Stuart Maguinness,13190,https://www.nobelprize.org/nomination/archive/show.php?id=18660&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18661,René Béhaine,820,Yves Gandon,13749,https://www.nobelprize.org/nomination/archive/show.php?id=18661&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18663,Jorge Luis Borges,12287,Raimundo Lida,12236,https://www.nobelprize.org/nomination/archive/show.php?id=18663&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18662,Jorge Luis Borges,12287,The Swedish PEN Club,13263,https://www.nobelprize.org/nomination/archive/show.php?id=18662&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18664,Henri Bosco,12119,Barthélemy Antonin Taladoire,12692,https://www.nobelprize.org/nomination/archive/show.php?id=18664&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18665,Maurice Bowra,12365,Ernest Ludwig Stahl,12407,https://www.nobelprize.org/nomination/archive/show.php?id=18665&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18666,Martin Buber,1421,Josephson,13808,https://www.nobelprize.org/nomination/archive/show.php?id=18666&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18667,Martin Buber | Nelly Sachs,1421 | 12697,Henry Olsson,6859,https://www.nobelprize.org/nomination/archive/show.php?id=18667&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18668,Heinrich Böll,12538,Gustav Korlén,12539,https://www.nobelprize.org/nomination/archive/show.php?id=18668&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18669,Josep Carner,12632,Robert Guiette,13810,https://www.nobelprize.org/nomination/archive/show.php?id=18669&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18670,Alejo Carpentier y Valmont,13750,Jean-Louis Flecniakoska,13751,https://www.nobelprize.org/nomination/archive/show.php?id=18670&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18671,Gilbert Cesbron,13752,P Jonin,12677,https://www.nobelprize.org/nomination/archive/show.php?id=18671&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18672,André Chamson,12341,M Rostaing,13753,https://www.nobelprize.org/nomination/archive/show.php?id=18672&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18673,René Émile Char,12526,Georges Blin,12082,https://www.nobelprize.org/nomination/archive/show.php?id=18673&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18674,Maria Dabrowska,2097,Carl Stief,13754,https://www.nobelprize.org/nomination/archive/show.php?id=18674&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18675,Lawrence George Durrell,12590,Paul Gerhard Buchloh,13805,https://www.nobelprize.org/nomination/archive/show.php?id=18675&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18676,Friedrich Dürrenmatt,12557,Friedrich Sengle,12515,https://www.nobelprize.org/nomination/archive/show.php?id=18676&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18677,Johan Falkberget,2906,Hans Heiberg,3992,https://www.nobelprize.org/nomination/archive/show.php?id=18677&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18678,Edward Morgan Forster,3128,Pierre Legouis,12284,https://www.nobelprize.org/nomination/archive/show.php?id=18678&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18681,Max Rudolf Frisch,12490,René Edgar Kaech,13756,https://www.nobelprize.org/nomination/archive/show.php?id=18681&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18680,Max Rudolf Frisch,12490,Hans Robert Jauss,13755,https://www.nobelprize.org/nomination/archive/show.php?id=18680&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18679,Max Rudolf Frisch,12490,H Heinrich,12649,https://www.nobelprize.org/nomination/archive/show.php?id=18679&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18682,Sudhin Ghose,13757,Henri de ziégler,12164,https://www.nobelprize.org/nomination/archive/show.php?id=18682&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18684,Gopal Singh,13758,Nyberg,12115,https://www.nobelprize.org/nomination/archive/show.php?id=18684&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18683,Gopal Singh,13758,Karl Ragnar Gierow,12698,https://www.nobelprize.org/nomination/archive/show.php?id=18683&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18685,Giovanni Guareschi,13759,Mario Rossi,13760,https://www.nobelprize.org/nomination/archive/show.php?id=18685&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18686,Jean Guéhenno,12662,Edmond Jarno,12663,https://www.nobelprize.org/nomination/archive/show.php?id=18686&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18687,Jorge Guillén Álvarez,12664,Henri Maurice Peyre,7190,https://www.nobelprize.org/nomination/archive/show.php?id=18687&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18688,Jean Guitton,12262,Édouard Delebecque,14148,https://www.nobelprize.org/nomination/archive/show.php?id=18688&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18689,Gunnar Gunnarsson,3721,Stellan Arvidson,12118,https://www.nobelprize.org/nomination/archive/show.php?id=18689&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18690,Leslie Poles Hartley,12100,Geoffrey Tillotson,12101,https://www.nobelprize.org/nomination/archive/show.php?id=18690&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18691,Pierre-Jakez Helias,13761,André Lebois,12429,https://www.nobelprize.org/nomination/archive/show.php?id=18691&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18692,Taha Hussein,4387,Charles Pellat,12665,https://www.nobelprize.org/nomination/archive/show.php?id=18692&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18693,Gyula Illyés,13763,John Lotz,13764,https://www.nobelprize.org/nomination/archive/show.php?id=18693&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18694,Jaroslaw Iwaszkiewicz,12349,Jean Fabre,14156,https://www.nobelprize.org/nomination/archive/show.php?id=18694&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18695,Mohammad-Ali Jamalzadeh Esfahani,14999,Richard Nelson Frye,13766,https://www.nobelprize.org/nomination/archive/show.php?id=18695&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18696,Eyvind Johnson,12669,Carl-Eric Thors,13767,https://www.nobelprize.org/nomination/archive/show.php?id=18696&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18697,Marcel Jouhandeau,12672,Jean Gaulmier,12673,https://www.nobelprize.org/nomination/archive/show.php?id=18697&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18699,Ernst Jünger,12293,Rudolf Till,13226,https://www.nobelprize.org/nomination/archive/show.php?id=18699&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18698,Ernst Jünger,12293,Léon Cellier,12451,https://www.nobelprize.org/nomination/archive/show.php?id=18698&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18700,Marie Luise Kaschnitz,13768,H Tiemann,13769,https://www.nobelprize.org/nomination/archive/show.php?id=18700&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18701,Yasunari Kawabata,12589,Harry Martinson,5958,https://www.nobelprize.org/nomination/archive/show.php?id=18701&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18702,Miroslav Krleza,12404,Yugoslav Writers´ Association,13864,https://www.nobelprize.org/nomination/archive/show.php?id=18702&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18703,Emil Erich Kästner,12522,Werner August Josef Betz,13770,https://www.nobelprize.org/nomination/archive/show.php?id=18703&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18709,Georges André Malraux,5850,G Vallet,13773,https://www.nobelprize.org/nomination/archive/show.php?id=18709&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18708,Georges André Malraux,5850,Victor Henri Brombert,13772,https://www.nobelprize.org/nomination/archive/show.php?id=18708&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18707,Georges André Malraux,5850,Y Le Hir,12678,https://www.nobelprize.org/nomination/archive/show.php?id=18707&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18706,Georges André Malraux,5850,Jean Martin Cocking,12743,https://www.nobelprize.org/nomination/archive/show.php?id=18706&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18705,Georges André Malraux,5850,Henri Maurice Peyre,7190,https://www.nobelprize.org/nomination/archive/show.php?id=18705&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18704,Georges André Malraux,5850,Robert Niklaus,12440,https://www.nobelprize.org/nomination/archive/show.php?id=18704&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18710,Gabriel Marcel,12281,Olof Alfred Gigon,13774,https://www.nobelprize.org/nomination/archive/show.php?id=18710&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18711,William Somerset Maugham,12110,Jean-Albert Bédé,13775,https://www.nobelprize.org/nomination/archive/show.php?id=18711&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18716,Ramón Menéndez Pidal,6178,Gunnar Tilander,9270,https://www.nobelprize.org/nomination/archive/show.php?id=18716&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18715,Ramón Menéndez Pidal,6178,Rudolf Grossmann,12099,https://www.nobelprize.org/nomination/archive/show.php?id=18715&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18714,Ramón Menéndez Pidal,6178,H Baader,13776,https://www.nobelprize.org/nomination/archive/show.php?id=18714&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18713,Ramón Menéndez Pidal,6178,Hans Flasche,12220,https://www.nobelprize.org/nomination/archive/show.php?id=18713&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18712,Ramón Menéndez Pidal,6178,O Deutschmann,12219,https://www.nobelprize.org/nomination/archive/show.php?id=18712&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18717,Yukio Mishima,12680,Harry Martinson,5958,https://www.nobelprize.org/nomination/archive/show.php?id=18717&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18718,Vilhelm Moberg,12682,Gösta Bergman,12683,https://www.nobelprize.org/nomination/archive/show.php?id=18718&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18719,Henry de Montherlant,13234,Louis Moulinier,12684,https://www.nobelprize.org/nomination/archive/show.php?id=18719&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18720,Alberto Moravia,6403,Uberto Limentani,13269,https://www.nobelprize.org/nomination/archive/show.php?id=18720&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18721,Vladimir Vladimirovich Nabokov,15263,Andrew Chiappe | Frederick Wilcox Dupee,12575 | 12576,https://www.nobelprize.org/nomination/archive/show.php?id=18721&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18724,Pablo Neruda,12260,Lennart Breitholtz,12550,https://www.nobelprize.org/nomination/archive/show.php?id=18724&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18723,Pablo Neruda,12260,University of Chile,13812,https://www.nobelprize.org/nomination/archive/show.php?id=18723&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18722,Pablo Neruda,12260,Juan Marichal,13777,https://www.nobelprize.org/nomination/archive/show.php?id=18722&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
1965,literature,18725,Junzaburo Nishiwaki,12540,Naoshiro Tsuji,12377,https://www.nobelprize.org/nomination/archive/show.php?id=18725&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=4&year=1965
